ai_register_id,name_ai_system_en,name_ai_system_fr,government_organization,description_ai_system_en,description_ai_system_fr,ai_system_primary_users_en,ai_system_primary_users_fr,developed_by_en,developed_by_fr,vendor_information,ai_system_status_en,ai_system_status_fr,status_date,ai_system_capabilities_en,ai_system_capabilities_fr,data_sources_en,data_sources_fr,involves_personal_information,personal_information_banks_en,personal_information_banks_fr,notification_ai,ai_system_results_en,ai_system_results_fr
2526-ISED-ISDE-009,Recognized Technician Monitoring Program (Pilot),Programme de surveillance des techniciens reconnus (pilote),"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","Includes multiple modules, of which the recognized technician monitoring module is primary. Collects qualitative information about service providers as well as the individual technicians who work for them, then assigns risk scores based on the collected data. Risk scores are then supplied to a model to ascertain the amount of monitoring appropriate for each organization and technician. Other modules are attached to this program which (for example) supply recommended monitoring dates for technicians based on risk calculated from previous performance history.","Comprend plusieurs modules, dont le module de surveillance des techniciens reconnus est le principal. Recueille des renseignements qualitatifs sur les fournisseurs de services ainsi que sur les techniciens qui travaillent pour eux, puis attribue des cotes de risque en fonction des données recueillies. Les cotes de risque sont ensuite fournies à un modèle afin de déterminer le degré de surveillance approprié pour chaque organisation et chaque technicien. D'autres modules sont joints à ce programme qui (par exemple) fournissent des dates de surveillance recommandées pour les techniciens en fonction des risques calculés à partir de l'historique de rendement précédent.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2024,Collects performance data of organizations and technicians to model risk and focus oversight on outliers that represent areas of concern. Creates per-technician profiles to recommend increased evaluation frequency of technicians. Data collected during pilot period will be used to construct predictive models.,Recueille des données sur le rendement des organisations et des techniciens afin de modéliser les risques et de concentrer la surveillance sur les valeurs aberrantes qui représentent des domaines préoccupants. Créer des profils par technicien pour recommander une fréquence d'évaluation accrue des techniciens. Les données recueillies pendant la période pilote seront utilisées pour construire des modèles prédictifs.,"Inspections data collected by both Measurement Canada as well as authorized service providers delegated by Government of Canada, internally collected qualitative performance data (through web forms).",Les données sur les inspections recueillies par Mesures Canada ainsi que par les fournisseurs de services autorisés délégués par le gouvernement du Canada ont été recueillies à l'interne (au moyen de formulaires Web).,N,,,Y,"Out of pilot phase, expected to deliver predictive models and improved understanding of risk factors in the marketplace. Expected to improve efficiency of inspection teams by enabling them to target areas of high concern.","Hors de la phase pilote, on s'attend à ce que des modèles prédictifs soient mis en place et qu'une meilleure compréhension des facteurs de risque sur le marché soient acquises. On s'attend à ce qu'il améliore l'efficacité des équipes d'inspection en leur permettant de cibler les zones de préoccupation élevée."
2526-ISED-ISDE-010,Executive Correspondance Workflow Automation Tool,Executive Correspondance Workflow Automation Tool,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","The Executive Correspondence Workflow Automation Tool is an artificial intelligence-enabled application developed by Innovation, Science and Economic Development Canada to semi-automate the generation of bilingual synopses of ministerial emails. The business problem was the high operational cost and inefficiency of manually summarising and translating over 5,500 emails annually, which led to delays and inconsistent outputs. The tool uses large language models to generate summaries in both English and French, maintaining a consistent format and tone. It also supports categorisation and routing to the appropriate sector. Human review is retained to ensure quality and mitigate risks. The objective is to improve productivity, reduce manual workload, and enhance the accuracy and timeliness of executive correspondence processing.","L'outil ""Executive Correspondence Workflow Automation Tool"" est une application basée sur l'intelligence artificielle mise au point par Innovation, Sciences et Développement économique Canada pour semi-automatiser la génération de résumés bilingues des courriels ministériels. Le problème opérationnel était le coût opérationnel élevé et l'inefficacité de résumer et de traduire manuellement plus de 5 500 courriels par an, ce qui entraînait des retards et des résultats incohérents. L'outil utilise de grands modèles de langage pour générer des résumés en anglais et en français, en conservant un format et un ton uniformes. Il prend également en charge la catégorisation et l'acheminement vers le secteur approprié. Un examen humain est effectué pour assurer la qualité et atténuer les risques. L'objectif est d'améliorer la productivité, de réduire la charge de travail manuelle et d'améliorer l'exactitude et la rapidité du traitement de la correspondance de la direction.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2025,"Provides a web-based interface where users input email text, select opening phrases and summary length. The system detects language, summarises content, and generates bilingual summaries in English and French for consistency and efficiency.","Fournit une interface Web où les utilisateurs saisissent le texte du courriel, sélectionnent les phrases d'ouverture et la longueur du résumé. Le système détecte la langue, résume le contenu et produit des résumés bilingues en anglais et en français pour des raisons d'uniformité et d'efficacité.",Text from emails to ministers submitted through the departmental correspondence system.,Texte des courriels envoyés aux ministres par l'entremise du système de correspondance ministériel.,N,,,Y,"Expected to process up to 5,500 emails annually. Reduces manual effort, speeds tasking, and improves timeliness of public responses. Enhances operational efficiency for the business unit, saving an estimated 24 business days per year.","On s'attend à traiter jusqu'à 5 500 courriels par année. Réduit les efforts manuels, accélère l'attribution des tâches et améliore la rapidité des réponses du public. Améliore l'efficacité opérationnelle de l'unité opérationnelle, en économisant environ 24 jours ouvrables par an."
2526-ISED-ISDE-011,ParlBrief,ParlBrief ,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","ParlBrief is an artificial intelligence-enabled application to automate the transcription and summarisation of bilingual parliamentary committee meetings. The business problem prompting its development was the requirement for parliamentary affairs units to deliver summaries to the Privy Council Office within three hours of meeting end, resulting in high overtime costs and staff burnout. Off-the-shelf tools failed to meet business requirements due to meeting length and bilingual content. ParlBrief uses a combination of proprietary and open-source language models to transcribe audio, translate content, generate summaries, and assess tone. The objective is to reduce manual workload, improve timeliness and accuracy of summaries, and enhance employee well-being across departments.","ParlBrief est une application basée sur l'intelligence artificielle qui permet d'automatiser la transcription et le résumé des réunions bilingues des comités parlementaires. Le problème opérationnel à l'origine de son élaboration était l'obligation pour les unités des affaires parlementaires de remettre des résumés au Bureau du Conseil privé dans les trois heures suivant la fin de la réunion, ce qui entraînait des coûts élevés en heures supplémentaires et l'épuisement professionnel du personnel. Les outils commerciaux ne répondaient pas aux exigences opérationnelles en raison de la longueur des réunions et du contenu bilingue. ParlBrief utilise une combinaison de modèles de langage propriétaires et open source pour transcrire l'audio, traduire le contenu, générer des résumés et évaluer le ton. L'objectif est de réduire la charge de travail manuelle, d'améliorer la rapidité et l'exactitude des résumés et d'améliorer le bien-être des employés dans tous les ministères.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Uses artificial intelligence with speech-to-text, machine translation, and natural language generation models to transcribe audio, translate content, and produce structured bilingual summaries of parliamentary committee meetings.","Utilise l'intelligence artificielle avec des modèles parole-texte, de traduction automatique et de génération de langage naturel pour transcrire l'audio, traduire le contenu et produire des résumés structurés bilingues des réunions des comités parlementaires.",Notices of parliamentary committee meetings from the House of Commons website (ourcommons.ca) and video recordings from ParlVU (parlvu.parl.gc.ca).,Avis de réunion des comités parlementaires tirés du site Web de la Chambre des communes (ourcommons.ca) et enregistrements vidéo de ParlVU (parlvu.parl.gc.ca).,N,,,Y,"Generates accurate transcripts and summaries of parliamentary committee meetings within minutes. Reduces manual transcription and translation effort, reducing time, cost and improving timeliness of reporting to senior officials, and supports compliance with parliamentary reporting requirements.","Produire des transcriptions et des résumés exacts des réunions des comités parlementaires en quelques minutes. Réduit les efforts de transcription et de traduction manuels, ce qui réduit le temps et les coûts et améliore la rapidité des rapports aux hauts fonctionnaires, et soutient la conformité aux exigences en matière de rapports parlementaires."
2526-ISED-ISDE-012,Debtor Detection Anomaly System,Système d'anomalies de détection des débiteurs,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","Uses artificial intelligence to identify anomalies in estate filings submitted to the Office of the Superintendent of Bankruptcy. It supports analysts in assessing the integrity of the insolvency system by complementing existing manual selection processes, random Debtor Compliance reviews, referrals from Licensed Insolvency Trustees, and public complaints. The system is not an automated decision-making tool and does not replace human judgment. It serves as an input to improve risk-based oversight and could be adapted for other anomaly detection use cases.","Utilise l'intelligence artificielle pour repérer les anomalies dans les dépôts de succession soumis au Bureau du surintendant des faillites. Il aide les analystes à évaluer l'intégrité du système d'insolvabilité en complétant les processus de sélection manuels existants, les examens aléatoires de la conformité des débiteurs, les renvois des syndics autorisés en insolvabilité et les plaintes du public. Le système n'est pas un outil de prise de décision automatisée et ne remplace pas le jugement humain. Il sert d'intrant pour améliorer la surveillance basée sur les risques et pourrait être adapté à d'autres cas d'utilisation de détection d'anomalies.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2022,"Uses unsupervised machine learning to identify high-risk insolvency files for manual review, improving compliance efficiency.","Utilise l'apprentissage automatique non supervisé pour identifier les dossiers d'insolvabilité à haut risque en vue d'un examen manuel, ce qui améliore l'efficacité de la conformité.",Office of the Superintendent of Bankruptcy insolvency data.,Données sur l'insolvabilité du Bureau du surintendant des faillites.,N,,,Y,Provides compliance risk rankings and identifies risk attributes in estate filings. These outputs are used by the Office of the Superintendent of Bankruptcy compliance analysts to prioritise and determine whether further investigation is required.,Fournit des classements des risques de conformité et identifie les attributs de risque dans les dépôts de succession. Ces résultats sont utilisés par les analystes de la conformité du Bureau du surintendant des faillites pour établir les priorités et déterminer si une enquête plus approfondie est nécessaire.
2526-ISED-ISDE-013,Ombot,Ombot ,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","Ombot is an artificial intelligence-enabled virtual assistant on Innovation, Science and Economic Development Canada's intranet that provides confidential access to information about the Ombuds Office. It was developed to address employee discomfort and delays in accessing support services, especially in sensitive situations. The business problem was the lack of a private, user-friendly channel for employees to explore Ombuds services without fear of exposure. Ombot uses generative artificial intelligence to deliver conversational guidance, with safeguards and governance measures in place to ensure privacy, safety, and responsible use. The objective is to increase employee trust, reduce barriers to support, and enable scalable deployment across departments through a “bot-in-a-box” model.","Ombot est un assistant virtuel basé sur l'intelligence artificielle accessible sur l'intranet d'Innovation, Sciences et Développement économique Canada qui fournit un accès confidentiel à des renseignements sur le Bureau de l'ombud. Il a été élaboré pour remédier à l'inconfort des employés et aux retards dans l'accès aux services de soutien, en particulier dans les situations délicates. Le problème opérationnel était l'absence d'un canal privé et convivial permettant aux employés d'explorer les services de l'ombudsman sans craindre d'être exposés. Ombot utilise l'intelligence artificielle générative pour fournir des conseils conversationnels, avec des mesures de protection et de gouvernance en place pour garantir la confidentialité, la sécurité et l'utilisation responsable. L'objectif est d'accroître la confiance des employés, de réduire les obstacles au soutien et de permettre un déploiement évolutif dans tous les ministères grâce à un modèle de « boîte robotisée ».",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2025,"A bilingual chatbot using natural language processing and generative artificial intelligence to deliver accurate, confidential, real-time answers about Ombuds Office services. Responses are sourced from a controlled knowledge base with safeguards for sensitive queries.","Un robot conversationnel bilingue utilisant le traitement automatique du langage naturel et l'intelligence artificielle générative pour fournir des réponses précises, confidentielles et en temps réel sur les services du Bureau de l'ombudsman. Les réponses proviennent d'une base de connaissances contrôlée avec des mesures de protection pour les requêtes de nature délicate.",Knowledge base of unstructured text containing information about Ombuds Office services and role.,Base de connaissances de textes non structurés contenant des renseignements sur les services et le rôle du Bureau de l'ombudsman.,N,,,Y,"Improves access to Ombuds Office services by automating responses to recurring questions previously handled by email. Saves about eight business days annually, reduces manual effort, and ensures faster, consistent, and more accessible well-being and conflict resolution services for employees.","Améliore l'accès aux services du Bureau de l'ombudsman en automatisant les réponses aux questions récurrentes auparavant traitées par courriel. Permet d'économiser environ huit jours ouvrables par année, de réduire les efforts manuels et d'assurer des services de bien-être et de résolution de conflits plus rapides, uniformes et accessibles pour les employés."
2526-ISED-ISDE-014,Automated Information Extraction of Spectrum Licence Conditions,Extraction automatisée de l'information sur les conditions de licence de spectre,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","The system automatically extracts spectrum licence conditions from regulatory documents and presents them in a structured, machine-readable format. This approach addresses the business problem of manual review, which is time-consuming, error-prone, and limits timely access to critical information for clients in the Spectrum and Telecommunications Sector. The objective is to improve efficiency, accuracy, and accessibility by enabling automated spectrum analytics and by supporting evidence-based decision-making.","Le système extrait automatiquement les conditions de licence de spectre des documents réglementaires et les présente dans un format structuré et lisible par machine. Cette approche permet de régler le problème opérationnel de l'examen manuel, qui est chronophage, sujet aux erreurs et limite l'accès en temps opportun aux renseignements essentiels pour les clients du Secteur du spectre et des télécommunications. L'objectif est d'améliorer l'efficacité, la précision et l'accessibilité en permettant l'analyse automatisée du spectre et en appuyant la prise de décisions fondées sur des données probantes.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Generative artificial intelligence system that extracts, organises, and structures regulatory and technical rules from sector websites and unstructured documents using large language models and retrieval-augmented generation for accurate, structured outputs.","Système d'intelligence artificielle générative qui extrait, organise et structure les règles réglementaires et techniques à partir de sites Web et de documents non structurés du secteur à l'aide de grands modèles de langage et de la génération améliorée par récupération d'information pour des résultats précis et structurés.","Unstructured spectrum licencing documents from the Spectrum and Telecommunications Sector, sourced from publicly available regulatory records and official publications.","Documents non structurés sur les licences de spectre du Secteur du spectre et des télécommunications, provenant de dossiers réglementaires et de publications officielles accessibles au public.",N,,,Y,"Delivers automated, accurate extraction and structuring of regulatory and technical rules from diverse unstructured sources, providing stakeholders with faster, easier access to relevant information. Improves efficiency, reduces manual effort, and supports compliance and policy development.","Permet l'extraction et la structuration automatisées et précises des règles réglementaires et techniques à partir de diverses sources non structurées, offrant aux parties prenantes un accès plus rapide et plus facile aux informations pertinentes. Améliore l'efficacité, réduit les efforts manuels et soutient la conformité et l'élaboration de politiques."
2526-ISED-ISDE-015,Detection and Labelling of Anomalies in Spectrum Licence Site Data,Détection et étiquetage des anomalies dans les données des sites de licence de spectre,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","Use machine learning to detect and label errors or anomalies in the spectrum licence site data submitted by Wireless Service Providers. Manual anomaly detection is slow, inconsistent, and resource-intensive, creating risks for compliance and spectrum management. The objective is to automate anomaly identification, improve data quality, and enable timely, accurate insights for planning and regulatory oversight.","Utiliser l'apprentissage automatique pour détecter et étiqueter les erreurs ou les anomalies dans les données des sites de licence de spectre soumises par les fournisseurs de services sans fil. La détection manuelle des anomalies est lente, incohérente et gourmande en ressources, ce qui crée des risques pour la conformité et la gestion du spectre. L'objectif est d'automatiser l'identification des anomalies, d'améliorer la qualité des données et d'obtenir des informations précises et opportunes pour la planification et la surveillance réglementaire.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Uses machine learning to detect and label anomalies in spectrum licence site data submitted by Internet Service Providers, improving accuracy, consistency, and efficiency in data validation for spectrum management and compliance.","Utilise l'apprentissage automatique pour détecter et étiqueter les anomalies dans les données de sites de licence de spectre soumises par les fournisseurs de services Internet, améliorant ainsi la précision, la cohérence et l'efficacité de la validation des données pour la gestion et la conformité du spectre.","Spectrum licence site data submitted by Internet Service Providers, sourced from Innovation, Science and Economic Development Canada’s Spectrum Management System and other publicly available regulatory datasets.","Données sur les sites de licence de spectre soumises par les fournisseurs de services Internet, provenant du Système de gestion du spectre d'Innovation, Sciences et Développement économique Canada et d'autres ensembles de données réglementaires accessibles au public.",N,,,Y,"Creates a positive feedback loop by detecting anomalies and providing insights that help Internet Service Providers improve the accuracy of site data submissions over time. Also, allows the regulator to identify and filter low-quality information.  This enhances data quality, supports spectrum licence compliance, and strengthens planning and regulatory oversight.","Crée une boucle de rétroaction positive en détectant les anomalies et en fournissant des informations qui aident les fournisseurs de services Internet à améliorer la précision des soumissions de données de site au fil du temps. Permet également à l'organisme de réglementation de repérer et de filtrer l'information de mauvaise qualité.  Cela améliore la qualité des données, soutient la conformité des licences de spectre et renforce la planification et la surveillance réglementaire."
2526-ISED-ISDE-016,Artificial Intelligence-based Web Accessibility Review and Enhancement (AWARE) (Pilot),Examen et amélioration de l'accessibilité des sites Web fondés sur l'intelligence artificielle (projet pilote),"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","Automate and optimize web publishing workflows for greater efficiency and consistency; generate Innovation, Science and Economic Development Canada-compliant HTML5 content and enhance web accessibility standards.","Automatiser et optimiser les flux de travail de publication Web pour accroître l'efficacité et l'uniformité; générer du contenu HTML5 conforme à Innovation, Sciences et Développement économique Canada et améliorer les normes d'accessibilité du Web.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2024,"Code conversion and cleaning, generating compliant HTML5 content, JSON, MathML, and JavaScript. Handles multi-format content; facilitates integration with content management systems like Drupal; optimizes programming language development and language translation.","Conversion et nettoyage du code, génération de contenu HTML5 conforme, JSON, MathML et JavaScript. prend en charge le contenu multiformat; facilite l'intégration avec des systèmes de gestion de contenu comme Drupal; Optimise le développement du langage de programmation et la traduction linguistique.","Word documents, PDF files, HTML, Excel, CSV, and image files related to web content.","Documents Word, fichiers PDF, HTML, Excel, CSV et fichiers image liés au contenu Web.",N,,,Y,"Streamlines web publishing workflows, improves coding efficiency and consistency, enhances accessibility standards, supports faster web publications, and demonstrates practical application of artificial intelligence in real-world challenges.","Rationalise les flux de travail de publication Web, améliore l'efficacité et la cohérence du codage, améliore les normes d'accessibilité, soutient les publications Web plus rapides et démontre l'application pratique de l'intelligence artificielle dans des défis du monde réel."
2526-ISED-ISDE-017,Qualitative Analysis of Public Opinion (Pilot),Analyse qualitative de l'opinion publique (projet pilote),"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","System used to analyse structured and semi-structured data from public opinion research responses. The system uses large language models to increase efficiency and reduce bias in qualitative analysis of large files, reducing the need for a second analyst. This addresses the challenge of resource-intensive manual analysis and supports timely, consistent insights for decision-making.","Système utilisé pour analyser des données structurées et semi-structurées tirées des réponses à la recherche sur l'opinion publique. Le système utilise de grands modèles de langage pour accroître l'efficacité et réduire les biais dans l'analyse qualitative de fichiers volumineux, réduisant ainsi le besoin d'un deuxième analyste. Cela permet de relever le défi de l'analyse manuelle gourmande en ressources et d'obtenir des informations opportunes et cohérentes pour la prise de décisions.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,"Applies natural language processing and large language models to analyse structured and semi-structured data, improving speed and consistency of qualitative analysis.","Applique le traitement automatique du langage naturel et les grands modèles de langage pour analyser des données structurées et semi-structurées, ce qui améliore la rapidité et la cohérence de l'analyse qualitative.","Public opinion research responses and related datasets, including Library and Archives studies.","Réponses à la recherche sur l'opinion publique et ensembles de données connexes, y compris les études de Bibliothèque et Archives Canada.",N,,,Y,"Expected to enable faster, more consistent qualitative analysis of public opinion research, reducing resource requirements and improving efficiency for internal and partner use.","On s'attend à ce qu'elle permette une analyse qualitative plus rapide et plus uniforme de la recherche sur l'opinion publique, ce qui réduira les besoins en ressources et améliorera l'efficacité pour l'utilisation interne et par les partenaires."
2526-ISED-ISDE-018,Competition Artificial Intelligence Secure System (COMPASS),Système sécurisé d'intelligence artificielle de compétition (COMPASS),"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","A secure, Protected B compliant generative artificial intelligence platform designed to support competition enforcement and promotion. It addresses the challenge of analysing large volumes of sensitive and confidential information efficiently, which previously required significant manual effort. By leveraging large language models, the platform enhances analytical capabilities, enabling faster identification of patterns, trends, and insights in complex investigations. It processes public and confidential input from consultations and market studies, builds searchable knowledge bases from sensitive case documents and legal texts, and monitors competition-related developments from digital sources. These capabilities support efficient investigations, legal analysis, and advocacy. The objective is to improve decision-making, increase operational efficiency, and maintain the highest standards of data security and confidentiality.","Une plateforme d'intelligence artificielle générative sécurisée et conforme à la norme Protégé B, conçue pour soutenir l'application et la promotion de la concurrence. Il permet de relever le défi de l'analyse efficace de grands volumes d'informations sensibles et confidentielles, qui nécessitait auparavant un effort manuel important. En exploitant de grands modèles de langage, la plateforme améliore les capacités d'analyse, permettant une identification plus rapide des modèles, des tendances et des informations dans les enquêtes complexes. Il traite les contributions publiques et confidentielles provenant de consultations et d'études de marché, construit des bases de connaissances consultables à partir de documents de cas sensibles et de textes juridiques, et surveille les développements liés à la concurrence à partir de sources numériques. Ces capacités soutiennent l'efficacité des enquêtes, de l'analyse juridique et de la défense des intérêts. L'objectif est d'améliorer la prise de décisions, d'accroître l'efficacité opérationnelle et de maintenir les normes les plus élevées en matière de sécurité et de confidentialité des données.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2025,"Processes sensitive data securely, uses large language models for advanced text analysis, summarisation, and pattern detection.","Traite les données sensibles en toute sécurité, utilise de grands modèles de langage pour l'analyse avancée du texte, la réduction et la détection des modèles.",Internal data.,Données internes.,N,,,Y,"The intended result is to establish a secure framework for Protected B compliant generative artificial intelligence technologies. This framework will enable data scientists to safely leverage advanced analytical tools to support enforcement teams, improving efficiency, insight generation, and decision-making in complex investigations.","Le résultat escompté est d'établir un cadre sécurisé pour les technologies d'intelligence artificielle générative conformes au niveau Protégé B. Ce cadre permettra aux scientifiques des données d'exploiter en toute sécurité des outils analytiques avancés pour soutenir les équipes d'application de la loi, améliorer l'efficacité, la génération d'informations et la prise de décision dans les enquêtes complexes."
2526-ISED-ISDE-019,Intelligent System for Content Analysis of Names (ISCAN),Système intelligent d'analyse du contenu des noms (ISCAN),"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","An internal tool developed by Corporations Canada to assist with post-filing reviews of Individuals with Significant Control filings. It uses machine learning to flag potentially inappropriate, non-genuine, or offensive names for human review. The objective is to improve operational efficiency and accuracy in maintaining data integrity while ensuring compliance with legal requirements. The system does not make administrative decisions; all flagged cases are reviewed by staff.","Outil interne mis au point par Corporations Canada pour faciliter les examens postérieurs au dépôt des dépôts de documents de personnes ayant un contrôle important. Il utilise l'apprentissage automatique pour signaler les noms potentiellement inappropriés, non authentiques ou offensants pour un examen humain. L'objectif est d'améliorer l'efficacité et l'exactitude opérationnelles en maintenant l'intégrité des données tout en assurant la conformité aux exigences légales. Le système ne prend pas de décisions administratives; Tous les cas signalés sont examinés par le personnel.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,Uses natural language processing and machine learning to detect anomalies or inappropriate content in Individuals with Significant Control name fields and flag them for human review.,Utilise le traitement automatique du langage naturel et l'apprentissage automatique pour détecter les anomalies ou le contenu inapproprié dans les champs de nom Personnes ayant un contrôle important et les signaler pour examen humain.,"Internal Corporations Canada Individuals with Significant Control filings dataset, structured name fields.","Interne Corporations Canada ensemble de données Personnes ayant un contrôle important, champs de nom structurés.",Y,,,Y,"Increased efficiency and accuracy in screening Individuals with Significant Control filings, reduced manual review workload, and improved compliance with data integrity standards.","Amélioration de l'efficacité et de l'exactitude de la filtrage des personnes ayant un contrôle importants, réduction de la charge de travail d'examen manuel et amélioration de la conformité aux normes d'intégrité des données."
2526-ISED-ISDE-020,Cyber Threat Hunting,Chasse aux cybermenaces,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","To accelerate the creation of threat hunting queries for detecting cyber threats within our environment, this system leverages generative artificial intelligence tools, such as Anthropic Claude and Copilot. These tools assist in developing Kusto Query Language queries that identify potential threats in security logs. The primary objective is to reduce the time and complexity involved in writing advanced queries for threat hunting, particularly when correlating data across multiple sources.","Afin d'accélérer la création de requêtes de chasse aux menaces pour détecter les cybermenaces au sein de notre environnement, ce système s'appuie sur des outils d'intelligence artificielle générative, tels que Anthropic Claude et Copilot. Ces outils aident à développer des requêtes Kusto Query Language qui identifient les menaces potentielles dans les journaux de sécurité. L'objectif principal est de réduire le temps et la complexité de la rédaction de requêtes avancées pour la chasse aux menaces, en particulier lors de la corrélation des données provenant de sources multiples.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2025,Leverages generative artificial intelligence tools and public web data to develop Kusto Querry Language queries based on prompts provided by a user.,S'appuie sur des outils d'intelligence artificielle générative et des données Web publiques pour développer des requêtes Kusto Querry Language basées sur des invites fournies par un utilisateur.,Public data available on the internet for query generation and internal audit logs collected via Security Information and Event Management for execution of generated queries.,Données publiques disponibles sur l'Internet pour la génération de requêtes et registres de vérification interne recueillis par la Gestion des informations et des événements de sécurité pour l'exécution des requêtes générées.,N,,,Y,"Accelerates the development of complex queries for searching audit logs in Security Information and Event Management systems, particularly when correlation across multiple data sources is required, improving threat detection speed, reducing analyst workload, and enhancing response times.","Accélère le développement de requêtes complexes pour la recherche dans les journaux de vérification dans les systèmes de gestion des informations et des événements de sécurité, en particulier lorsqu'une corrélation entre plusieurs sources de données est nécessaire, ce qui améliore la vitesse de détection des menaces, réduit la charge de travail des analystes et améliore les temps de réponse."
2526-ISED-ISDE-021,Entity and User Behavior Analytics,Analyse des entités et du comportement des utilisateurs,"Innovation, Science and Economic Development Canada / Innovation, sciences et développement économique Canada","The Entity and User Behavior Analytics system uses artificial intelligence to monitor and analyse patterns of user and entity activity within the department’s information technology environment. The objective is to detect abnormal or suspicious behaviour that may indicate cybersecurity threats, insider risks, or compromised accounts. The system leverages machine learning and large language models to identify anomalies and present visual trends over time, enabling proactive threat detection and improved security posture.","Le système d'analyse des entités et du comportement des utilisateurs utilise l'intelligence artificielle pour surveiller et analyser les tendances d'activité des utilisateurs et des entités dans l'environnement informatique du Ministère. L'objectif est de détecter les comportements anormaux ou suspects qui peuvent indiquer des menaces de cybersécurité, des risques internes ou des comptes compromis. Le système tire parti de l'apprentissage automatique et de grands modèles de langage pour identifier les anomalies et présenter les tendances visuelles au fil du temps, ce qui permet une détection proactive des menaces et une meilleure posture de sécurité.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In production,En production,2025,"Detects anomalies in user and entity behaviour using machine learning and large language models, with visual dashboards for trend analysis and security alerts.","Détecte les anomalies dans le comportement des utilisateurs et des entités à l'aide de l'apprentissage automatique et de grands modèles de langage, avec des tableaux de bord visuels pour l'analyse des tendances et les alertes de sécurité.","System logs, network activity data, and security event data from internal information technology infrastructure.","Journaux du système, données sur l'activité du réseau et données sur les événements de sécurité provenant de l'infrastructure informatique interne.",N,,,Y,"Enhanced cybersecurity through early detection of abnormal behaviour, reducing risk of data breaches and improving incident response times.","Amélioration de la cybersécurité grâce à la détection précoce des comportements anormaux, à la réduction du risque de violation des données et à l'amélioration des délais de réponse aux incidents."
